planid	partnb	id	type	idsymbol	actual	nominal	uppertol	lowertol	deviation	exceed	warningLimitCF	featureid	featuresigma	comment	link	linkmode	mmc	useruppertol	userlowertol	fftphi	fftphiunit	zoneroundnessangle	groupname	groupname2	datumAid	datumBid	datumCid	natuppertolid	natlowertolid	decimalplaces	featurePosX	featurePosY	featurePosZ	group1	group2	group3	group4	group5	group6	group7	group8	group9	group10	
EMBRAGUE-A-OP10-BE	 2527	ITEM_10_PC	DIN Rechtwinkligkeit	gdtPerp	0.0046781	0.0000000	0.0150000	0.0000000	0.0046781		100	Plan_X1	0.0003309					0.0150000	0.0000000						Plan_Y1			1	2	3	288.0000165	24.6297001	-65.2464539
EMBRAGUE-A-OP10-BE	 2527	2B0_1_PC	DIN Position polar 2d	gdtPosPol2d	0.1466316	0.0000000	0.5000000	0.0000000	0.1466316		100	2B0	0.0026167			1		0.5000000	0.0000000									1	2	3	-0.0567413	22.6290042	-0.0495344
EMBRAGUE-A-OP10-BE	 2527	2B0_1_PC.Z	DIN Position polar 2d.Z	gdtPosPol2d.Z	71.9504656	72.0000000	0.2500000	-0.2500000	-0.0495344			2B0	0.0026167		2B0_1_PC			0.2500000	-0.2500000									1	1	3	-0.0567413	22.6290042	-0.0495344
EMBRAGUE-A-OP10-BE	 2527	2B0_1_PC.X	DIN Position polar 2d.X	gdtPosPol2d.X	-288.0540514	-288.0000000	0.2500000	-0.2500000	-0.0540514			2B0	0.0026167		2B0_1_PC			0.2500000	-0.2500000									1	1	3	-0.0567413	22.6290042	-0.0495344
EMBRAGUE-A-OP10-BE	 2527	2B03_3_PC	DIN Position polar 2d	gdtPosPol2d	0.1903892	0.0000000	0.5000000	0.0000000	0.1903892		100	2B03	0.0049591			1		0.5000000	0.0000000									1	2	3	175.9430517	130.8508090	-0.0782179
EMBRAGUE-A-OP10-BE	 2527	2B03_3_PC.Z	DIN Position polar 2d.Z	gdtPosPol2d.Z	71.9217821	72.0000000	0.2500000	-0.2500000	-0.0782179			2B03	0.0049591		2B03_3_PC			0.2500000	-0.2500000									1	1	3	175.9430517	130.8508090	-0.0782179
EMBRAGUE-A-OP10-BE	 2527	2B03_3_PC.X	DIN Position polar 2d.X	gdtPosPol2d.X	-112.0542583	-112.0000000	0.2500000	-0.2500000	-0.0542583			2B03	0.0049591		2B03_3_PC			0.2500000	-0.2500000									1	1	3	175.9430517	130.8508090	-0.0782179
EMBRAGUE-A-OP10-BE	 2527	A1_19_PC	Y-Wert	yValue	-109.0819472	-109.0000000	0.2000000	-0.2000000	-0.0819472		100	A1_Apoyo						0.2000000	-0.2000000									1	1	3	-73.2871372	12.4180528	-90.4395786
EMBRAGUE-A-OP10-BE	 2527	B1_18_PC	Y-Wert	yValue	-109.1212708	-109.0000000	0.2000000	-0.2000000	-0.1212708		100	B1_Apoyo						0.2000000	-0.2000000									1	1	3	-49.0509809	12.3787292	43.1581173
EMBRAGUE-A-OP10-BE	 2527	C1_2_PC	Y-Wert	yValue	-80.1274450	-80.0000000	0.2000000	-0.2000000	-0.1274450		100	C1_Apoyo						0.2000000	-0.2000000									1	1	3	254.8110908	41.3725550	-30.7409450
EMBRAGUE-A-OP10-BE	 2527	11F01_54_PC	Z-Wert	zValue	90.0252825	90.0000000	0.1750000	-0.1750000	0.0252825		100	11F01						0.1750000	-0.1750000									1	1	3	205.6700681	6.3966715	120.4759307
EMBRAGUE-A-OP10-BE	 2527	12F01_53_PC	Z-Wert	zValue	95.0404597	95.0000000	0.1750000	-0.1750000	0.0404597		100	12F01						0.1750000	-0.1750000									1	1	3	55.2869506	22.7987405	103.9523610
EMBRAGUE-A-OP10-BE	 2527	11B01_88_LB	Y-Wert	yValue	-107.0623391	-107.0000000	0.1500000	-0.1500000	-0.0623391		100	11B01	0.0226119					0.1500000	-0.1500000									1	1	3	212.1365411	14.4376609	118.6457067
EMBRAGUE-A-OP10-BE	 2527	11B01_52_PC	X-Wert	xValue	226.8443404	227.0000000	0.1750000	-0.1750000	-0.1556596		100	11B01	0.0226119					0.1750000	-0.1750000									1	1	3	212.1365411	14.4376609	118.6457067
EMBRAGUE-A-OP10-BE	 2527	12B01_44_PC	Y-Wert	yValue	-98.4908928	-98.5000000	0.1500000	-0.1500000	0.0091072		100	12B01	0.0189324					0.1500000	-0.1500000									1	1	3	62.9597165	23.0091072	102.4311749
EMBRAGUE-A-OP10-BE	 2527	12B01_51_PC	X-Wert	xValue	76.8772870	77.0000000	0.1750000	-0.1750000	-0.1227130		100	12B01	0.0189324					0.1750000	-0.1750000									1	1	3	62.9597165	23.0091072	102.4311749
EMBRAGUE-A-OP10-BE	 2527	61F02_111_LB	Z-Wert	zValue	-141.5432383	-141.6000000	0.1250000	-0.1250000	0.0567617		100	61F02						0.1250000	-0.1250000									1	1	3	-79.8408600	86.2864751	-164.6708268
EMBRAGUE-A-OP10-BE	 2527	61F01_115_PC	Z-Wert	zValue	-142.9356193	-143.0000000	0.1750000	-0.1750000	0.0643807		100	61F01_PRUEBA	0.0017983					0.1750000	-0.1750000									1	1	3	181.5692761	70.0151658	-103.4878511
EMBRAGUE-A-OP10-BE	 2527	62F02_110_PC	Z-Wert	zValue	-167.9133351	-168.0000000	0.1750000	-0.1750000	0.0866649		100	62F02_PRUEBA	0.0008992					0.1750000	-0.1750000									1	1	3	97.0088619	118.0935333	-149.4266084
EMBRAGUE-A-OP10-BE	 2527	61B02_118_LB	Y-Wert	yValue	-43.3064141	-43.3400000	0.1500000	-0.1500000	0.0335859		100	61B02	0.0014055					0.1500000	-0.1500000									1	1	3	-82.3208433	78.1935859	-162.6887587
EMBRAGUE-A-OP10-BE	 2527	61B02_112_LB	X-Wert	xValue	-117.9524643	-118.0000000	0.1750000	-0.1750000	0.0475357		100	61B02	0.0014055					0.1750000	-0.1750000									1	1	3	-82.3208433	78.1935859	-162.6887587
EMBRAGUE-A-OP10-BE	 2527	61B02_123_RFL	Durchmesser	diameter	12.0099818	12.0090000	0.0090000	-0.0090000	0.0009818		100	61B02	0.0014055					0.0090000	-0.0090000									1	1	3	-82.3208433	78.1935859	-162.6887587
EMBRAGUE-A-OP10-BE	 2527	62B02_120_PC	Y-Wert	yValue	-28.5168064	-28.5000000	0.1500000	-0.1500000	-0.0168064		100	62B02	0.0078196					0.1500000	-0.1500000									1	1	3	95.9810101	92.9831936	-147.4118843
EMBRAGUE-A-OP10-BE	 2527	62B02_114_PC	X-Wert	xValue	59.0032021	59.0000000	0.1250000	-0.1250000	0.0032021		100	62B02	0.0078196					0.1250000	-0.1250000									1	1	3	95.9810101	92.9831936	-147.4118843
EMBRAGUE-A-OP10-BE	 2527	62B04_119_PC	Y-Wert	yValue	-48.4765699	-48.5000000	0.1500000	-0.1500000	0.0234301		100	62B04	0.0014340					0.1500000	-0.1500000									1	1	3	98.3619900	73.0234301	-157.4205700
EMBRAGUE-A-OP10-BE	 2527	62B04_114_PC	X-Wert	xValue	58.9873009	59.0000000	0.1250000	-0.1250000	-0.0126991		100	62B04	0.0014340					0.1250000	-0.1250000									1	1	3	98.3619900	73.0234301	-157.4205700
EMBRAGUE-A-OP10-BE	 2527	61B03_120_PC	Y-Wert	yValue	-28.5039052	-28.5000000	0.1500000	-0.1500000	-0.0039052		100	61B03	0.0341326					0.1500000	-0.1500000									1	1	3	180.3361111	92.9960948	-100.5054536
EMBRAGUE-A-OP10-BE	 2527	61B03_113_PC	X-Wert	xValue	151.9640703	152.0000000	0.1500000	-0.1500000	-0.0359297		100	61B03	0.0341326					0.1500000	-0.1500000									1	1	3	180.3361111	92.9960948	-100.5054536
